"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.751558467E1,-1.360670471E-1,8.710835724E0,1.384920044E0,8.821291106E0
2.752558067E1,-1.559756470E-1,8.668174438E0,9.066645813E-1,8.716858216E0
2.753557667E1,-4.805007935E-2,8.343798981E0,4.561015320E-1,8.356393890E0
2.754557167E1,1.122665405E-2,8.291407928E0,1.462458801E-1,8.292705188E0
2.755556767E1,-6.167175293E-2,8.445287933E0,3.547622681E-2,8.445587620E0
2.756556367E1,-5.179229736E-2,8.538094940E0,1.951940918E-1,8.540482913E0
2.757555867E1,-1.616638184E-2,8.514743500E0,2.600093079E-1,8.518727784E0
2.758555467E1,-2.888992310E-2,8.428822174E0,-4.355941772E-2,8.428984238E0
2.759555067E1,-7.738906860E-2,8.191266174E0,-5.905220032E-1,8.212889068E0
2.760554704E1,-4.397854614E-1,8.072563019E0,-1.234782257E0,8.178286628E0
2.761554204E1,-6.370751953E-1,8.176446991E0,-1.519041138E0,8.340721562E0
2.762553804E1,-6.011499023E-1,7.911497955E0,-1.513502655E0,8.077367850E0
2.763553404E1,-3.625460815E-1,7.770191803E0,-1.300794983E0,7.886658856E0
2.764552904E1,1.420545959E-1,7.680977325E0,-9.783654785E-1,7.744339300E0
2.765552504E1,7.948471069E-2,7.570357361E0,-1.284478912E0,7.678965716E0
2.766552104E1,-7.321275330E-1,7.678133240E0,-2.414628754E0,8.082089630E0
2.767551604E1,-1.438508606E0,7.761509857E0,-3.177442474E0,8.509199901E0
2.768551204E1,-1.654060364E0,7.952961731E0,-3.825744324E0,8.978966289E0
2.769550804E1,-1.421593781E0,8.060438232E0,-4.368515625E0,9.277689483E0
2.770550404E1,-7.777825928E-1,8.071814575E0,-4.322710876E0,9.189394192E0
2.771549904E1,-3.207829285E-1,8.151748352E0,-4.149521027E0,9.152727879E0
2.772549504E1,-1.850152588E-1,8.048612823E0,-4.290228424E0,9.122524813E0
2.773549104E1,-1.311273193E-1,7.868537292E0,-4.549189911E0,9.089895618E0
2.774548604E1,-3.179388428E-1,7.607180786E0,-4.464017029E0,8.825969219E0
2.775548204E1,-5.926176453E-1,7.547005920E0,-4.131708069E0,8.624355373E0
2.776547804E1,-6.397695923E-1,7.448660431E0,-3.679348755E0,8.332433895E0
2.777547304E1,-1.074166260E0,7.158414001E0,-3.409909058E0,8.001512604E0
2.778546904E1,-2.279609528E0,6.895410919E0,-3.988156586E0,8.285451363E0
2.779546504E1,-3.132236481E0,6.859485626E0,-4.566404114E0,8.815639226E0
2.780546004E1,-3.658392334E0,7.014114075E0,-5.372477875E0,9.562695710E0
2.781545604E1,-3.840563507E0,7.171287231E0,-6.450386353E0,1.038194455E1
2.782545204E1,-3.407064972E0,7.317383423E0,-7.110363922E0,1.075683350E1
2.783544704E1,-2.311343536E0,7.311096497E0,-7.237898712E0,1.054426947E1
2.784544304E1,-1.315314789E0,7.346872101E0,-6.908733215E0,1.017040694E1
2.785543904E1,-9.342073059E-1,7.455097046E0,-6.401138763E0,9.870450482E0
2.786543404E1,-1.314716034E0,7.313192139E0,-6.240971832E0,9.703658430E0
2.787543004E1,-2.139800262E0,6.834337921E0,-6.616391144E0,9.750053936E0
2.788542604E1,-2.817890167E0,6.715784454E0,-7.067852325E0,1.014873403E1
2.789542204E1,-3.101849670E0,6.874753876E0,-7.238946533E0,1.045399728E1
2.790541704E1,-3.069367218E0,6.953340454E0,-7.209906921E0,1.047629307E1
2.791541304E1,-2.664908295E0,6.979086914E0,-6.995103607E0,1.023429845E1
2.792540904E1,-2.475252686E0,6.879244537E0,-6.794969788E0,9.981106936E0
2.793540404E1,-2.755170593E0,6.536756744E0,-6.741530914E0,9.786132679E0
2.794540004E1,-3.174448700E0,6.280639343E0,-6.753955078E0,9.753946089E0
2.795539604E1,-3.575614471E0,6.124364319E0,-6.847959595E0,9.858367399E0
2.796539104E1,-4.639452209E0,6.078559570E0,-7.298522644E0,1.057080111E1
2.797538704E1,-5.499264221E0,6.406377869E0,-7.902666321E0,1.156441608E1
2.798538304E1,-5.628445587E0,6.948251038E0,-8.548722839E0,1.237086312E1
2.799537804E1,-5.039121094E0,7.322173462E0,-9.061107330E0,1.269293629E1
2.800537404E1,-3.543581085E0,7.161108398E0,-9.124575348E0,1.212832699E1
2.801537004E1,-2.794987793E0,6.983427887E0,-8.764424286E0,1.154969068E1
2.802536504E1,-2.778372345E0,7.000791779E0,-7.885751495E0,1.090483907E1
2.803536104E1,-3.077749786E0,6.774761810E0,-7.054380341E0,1.025349810E1
2.804535704E1,-3.671115875E0,6.018534393E0,-6.506519623E0,9.593468904E0
2.805535304E1,-3.705693970E0,5.508694611E0,-5.908513184E0,8.887542526E0
2.806534804E1,-4.082161102E0,5.400619354E0,-6.011349335E0,9.053565568E0
2.807534404E1,-4.496349792E0,5.198988647E0,-6.479875031E0,9.446450382E0
2.808534004E1,-4.616400146E0,5.303321686E0,-6.542444916E0,9.604163508E0
2.809533504E1,-4.096980286E0,5.735173645E0,-6.105802917E0,9.325143080E0
2.810533104E1,-3.184777222E0,6.038293304E0,-5.512436829E0,8.774437405E0
2.811532704E1,-2.278711395E0,5.546416168E0,-5.507347412E0,8.141629656E0
2.812532204E1,-1.386716309E0,4.822072449E0,-5.804928589E0,7.672845674E0
2.813531804E1,-6.825805664E-1,4.316723328E0,-5.697302399E0,7.180478476E0
2.814531404E1,-1.092727661E-1,3.963158569E0,-5.254822540E0,6.582683823E0
2.815530904E1,1.945953369E-2,3.299887848E0,-4.938530273E0,5.939589190E0
2.816530504E1,-9.936337280E-1,2.662662964E0,-5.208718414E0,5.933618589E0
2.817530104E1,-2.853965149E0,2.365830231E0,-6.166127472E0,7.194678433E0
2.818529604E1,-4.810546417E0,2.842588806E0,-7.335795135E0,9.221472671E0
2.819529204E1,-5.392236786E0,3.837869110E0,-8.796607361E0,1.100844030E1
2.820528804E1,-4.665348358E0,4.299060059E0,-1.070184540E1,1.244093596E1
2.821528304E1,-3.217109985E0,4.171525269E0,-1.214289871E1,1.323636691E1
2.822527904E1,-2.129471741E0,3.841311951E0,-1.282443146E1,1.355567666E1
2.823527504E1,-1.575473785E0,3.707190857E0,-1.286873932E1,1.348442929E1
2.824527104E1,-1.556163940E0,3.432661743E0,-1.226758942E1,1.283349379E1
2.825526604E1,-1.904190216E0,3.063828735E0,-1.142708725E1,1.198295915E1
2.826526204E1,-1.881736908E0,2.819836121E0,-1.057236465E1,1.110258096E1
2.827525804E1,-2.160457306E0,2.390528870E0,-9.918823700E0,1.042905881E1
2.828525304E1,-2.625689850E0,1.900447998E0,-9.522447968E0,1.005897436E1
2.829524904E1,-2.520458679E0,1.598974915E0,-8.816965027E0,9.308507131E0
2.830524504E1,-2.239343262E0,1.306183777E0,-7.921976166E0,8.335375257E0
2.831524004E1,-2.169139252E0,9.243278503E-1,-7.332801361E0,7.702565993E0
2.832523604E1,-2.269730072E0,5.153782654E-1,-7.059918823E0,7.433689740E0
2.833523204E1,-3.135230255E0,9.250762939E-2,-7.048392792E0,7.714795354E0
2.834522704E1,-4.318968658E0,1.995350647E-1,-7.094347229E0,8.308012224E0
2.835522304E1,-4.771627350E0,5.821394348E-1,-7.319628754E0,8.756956034E0
2.836521904E1,-4.627177734E0,7.837701416E-1,-7.992928619E0,9.268871416E0
2.837521404E1,-4.299209747E0,6.116281128E-1,-8.982969818E0,9.977526755E0
2.838521004E1,-3.752097473E0,3.112028503E-1,-9.914632416E0,1.060542402E1
2.839520604E1,-3.492237854E0,-3.293151855E-2,-1.045785278E1,1.102558364E1
2.840520104E1,-3.610192566E0,-1.543290710E-1,-1.088476501E1,1.146888910E1
2.841519704E1,-3.697311401E0,5.328918457E-2,-1.125778931E1,1.184950511E1
2.842519304E1,-3.900438995E0,3.547622681E-2,-1.150567383E1,1.214887703E1
2.843518804E1,-4.277355194E0,-4.505630493E-2,-1.150612289E1,1.227553101E1
2.844518404E1,-4.508773956E0,-1.730401611E-1,-1.129970215E1,1.216726157E1
2.845518004E1,-4.550387421E0,-5.270539856E-1,-1.096784225E1,1.188601596E1
2.846517504E1,-4.641547852E0,-8.756790161E-1,-1.058463913E1,1.159074483E1
2.847517104E1,-4.857848053E0,-1.165775757E0,-1.031909134E1,1.146478813E1
2.848516704E1,-5.141508179E0,-1.474882965E0,-1.024245071E1,1.155500683E1
2.849516204E1,-5.394781494E0,-1.737886047E0,-1.029873367E1,1.175533201E1
2.850515804E1,-5.113067322E0,-1.757345581E0,-1.035621414E1,1.168258928E1
2.851515404E1,-4.632267151E0,-1.785187683E0,-1.035007690E1,1.147906294E1
2.852514904E1,-4.481380920E0,-1.989961853E0,-1.020188507E1,1.131906278E1
2.853514504E1,-4.539909210E0,-2.075434113E0,-9.974807281E0,1.115414644E1
2.854514104E1,-4.642296295E0,-2.081271973E0,-9.842033386E0,1.107917998E1
2.855513704E1,-4.859794006E0,-2.002386017E0,-9.891580353E0,1.120136194E1
2.856513204E1,-5.198389893E0,-1.750908966E0,-1.024679169E1,1.162263651E1
2.857512804E1,-5.406906281E0,-1.271006927E0,-1.069870193E1,1.205455587E1
2.858512404E1,-5.379513245E0,-9.845027161E-1,-1.093595856E1,1.222716639E1
2.859511904E1,-5.468578033E0,-1.469344482E0,-1.145777344E1,1.278064517E1
2.860511542E1,-5.204826508E0,-2.124232635E0,-1.204545135E1,1.329268527E1
2.861511142E1,-4.874613190E0,-2.451152802E0,-1.254810608E1,1.368301758E1
2.862510642E1,-4.384232941E0,-2.274071045E0,-1.276710068E1,1.368911090E1
2.863510242E1,-3.891757050E0,-2.042652283E0,-1.232611771E1,1.308630502E1
2.864509842E1,-3.705843658E0,-2.115401001E0,-1.189815765E1,1.264018806E1
2.865509342E1,-3.666176147E0,-2.185904388E0,-1.156405243E1,1.232665138E1
2.866508942E1,-3.668720856E0,-2.031126251E0,-1.120644608E1,1.196534246E1
2.867508542E1,-3.936813354E0,-1.950593719E0,-1.086410797E1,1.171888038E1
2.868508042E1,-4.143533478E0,-1.909129944E0,-1.063942520E1,1.157631269E1
2.869507642E1,-4.059707794E0,-1.862726440E0,-1.043210632E1,1.134811965E1
2.870507242E1,-3.794609070E0,-1.876946869E0,-1.017194733E1,1.101773570E1
2.871506742E1,-3.165617065E0,-1.899250488E0,-9.716743927E0,1.039439254E1
2.872506342E1,-2.317480774E0,-1.981279907E0,-9.284442902E0,9.772260087E0
2.873505942E1,-1.760039978E0,-1.709445190E0,-8.740324402E0,9.078172406E0
2.874505442E1,-1.806742859E0,-1.283131714E0,-8.179590454E0,8.474458493E0
2.875505042E1,-2.262095947E0,-1.022673340E0,-8.380472717E0,8.740438307E0
2.876504642E1,-2.642305298E0,-6.762936401E-1,-9.051976318E0,9.453963489E0
2.877504142E1,-3.015030212E0,-3.224295044E-1,-9.782606964E0,1.024176581E1
2.878503742E1,-3.443888397E0,-9.610015869E-2,-1.036280045E1,1.092049612E1
2.879503342E1,-3.573069763E0,1.546284485E-1,-1.053928345E1,1.112956572E1
2.880502842E1,-3.462300110E0,3.478765869E-1,-1.028930328E1,1.086178172E1
2.881502442E1,-3.198847961E0,3.679348755E-1,-9.782008209E0,1.029833428E1
2.882502042E1,-2.791245575E0,4.263134766E-1,-9.195078735E0,9.618849619E0
2.883501542E1,-2.634072418E0,5.023553467E-1,-8.640182648E0,9.046737234E0
2.884501142E1,-2.712958374E0,6.765930176E-1,-8.126900024E0,8.594441533E0
2.885500742E1,-3.032992859E0,9.063652039E-1,-8.005203094E0,8.608357576E0
2.886500242E1,-3.732488251E0,9.502239990E-1,-8.294102325E0,9.144754101E0
2.887499842E1,-4.612807617E0,1.197659454E0,-8.352480927E0,9.616460883E0
2.888499442E1,-5.070406036E0,1.700014801E0,-8.114924927E0,9.718594254E0
2.889498942E1,-5.098397827E0,2.179916840E0,-7.812703400E0,9.580398334E0
2.890498542E1,-4.861141205E0,2.574496307E0,-7.635771332E0,9.410830403E0
2.891498142E1,-4.688101044E0,2.739004211E0,-7.695048065E0,9.417759829E0
2.892497642E1,-4.565505981E0,2.950065308E0,-7.766599274E0,9.479809833E0
2.893497242E1,-4.350702667E0,3.319197693E0,-7.691455536E0,9.439500796E0
2.894496842E1,-4.348607025E0,3.635639648E0,-7.552394714E0,9.442823976E0
2.895496342E1,-4.526437225E0,4.007466431E0,-7.371271362E0,9.533313309E0
2.896495942E1,-4.720733185E0,4.357438660E0,-7.278314667E0,9.708061488E0
2.897495542E1,-4.821623383E0,4.636009369E0,-7.079378357E0,9.739519127E0
2.898495042E1,-4.713099060E0,4.847818909E0,-6.743177490E0,9.549088626E0
2.899494642E1,-4.559219055E0,5.106481018E0,-6.396947479E0,9.369288331E0
2.900494242E1,-4.640500031E0,5.270839233E0,-6.124214630E0,9.317831915E0
2.901493742E1,-4.719385986E0,5.486989746E0,-6.016588440E0,9.411641569E0
2.902493342E1,-4.293671265E0,5.931415558E0,-5.625152435E0,9.233614859E0
2.903492942E1,-4.077969818E0,5.974076843E0,-5.206024017E0,8.911908776E0
2.904492442E1,-4.045038300E0,6.381080475E0,-4.645739136E0,8.869239820E0
2.905492042E1,-3.861220551E0,6.831344147E0,-4.251758423E0,8.924894211E0
2.906491642E1,-3.665577393E0,7.189399567E0,-4.083059235E0,9.044075213E0
2.907491142E1,-3.271297302E0,7.604486389E0,-3.643124084E0,9.044443177E0
2.908490742E1,-2.900218964E0,7.988737335E0,-3.188818817E0,9.077431338E0
2.909490342E1,-2.782713318E0,7.683971100E0,-3.150498505E0,8.758569866E0
2.910489842E1,-2.145488434E0,7.421417084E0,-2.938389587E0,8.265269839E0
2.911489442E1,-1.205892334E0,7.714956665E0,-2.452350311E0,8.184665828E0
2.912489042E1,-1.127605133E0,7.365134125E0,-2.084714813E0,7.737100869E0
2.913488542E1,-1.349743195E0,7.477101288E0,-1.523531799E0,7.749193474E0
2.914488142E1,-1.615590363E0,7.576045532E0,-1.057700500E0,7.818268892E0
2.915487742E1,-1.937870178E0,7.410489807E0,-9.449848938E-1,7.717752034E0
2.916487242E1,-2.014959869E0,7.646548920E0,-8.159532166E-1,7.949563089E0
2.917486842E1,-1.831740875E0,8.104297028E0,-4.117936707E-1,8.318922945E0
2.918486342E1,-1.703757019E0,7.998616791E0,-6.248007202E-1,8.201892128E0
2.919485942E1,-1.431473236E0,8.372389526E0,-7.641609192E-1,8.528186438E0
2.920485542E1,-1.084345093E0,8.815019073E0,-8.178991699E-1,8.919042807E0
2.921485042E1,-2.157014465E-1,9.093440094E0,-1.228195953E0,9.178542649E0
2.922484642E1,4.659809875E-1,9.306447144E0,-1.697470093E0,9.471457197E0
2.923484242E1,4.317022705E-1,9.284442902E0,-2.226470032E0,9.557427250E0
2.924483742E1,-2.754272461E-2,9.415121155E0,-2.584525452E0,9.763454141E0
2.925483342E1,-3.975732422E-1,9.617799683E0,-2.719394989E0,1.000276183E1
2.926482942E1,-5.324427795E-1,9.643546143E0,-2.555785217E0,9.990671429E0
2.927482442E1,-5.330415344E-1,9.495803375E0,-2.183509369E0,9.758182627E0
2.928482042E1,-7.529342651E-1,9.407786407E0,-1.817071381E0,9.611196778E0
2.929481642E1,-8.178991699E-1,9.546996918E0,-1.492845612E0,9.697561406E0
2.930481142E1,-6.054908752E-1,9.538464661E0,-1.377136230E0,9.656367406E0
2.931480742E1,1.871109009E-2,9.256600800E0,-1.160237274E0,9.329049201E0
2.932480342E1,7.726931763E-1,9.281299438E0,-4.502636719E-1,9.324286106E0
2.933479842E1,1.324595490E0,9.141639862E0,1.092727661E-2,9.237112751E0
2.934479442E1,1.523082733E0,8.960815887E0,1.288819885E-1,9.090248234E0
2.935479042E1,1.238225098E0,8.900790710E0,3.787124634E-1,8.994481630E0
2.936478542E1,8.649014282E-1,9.026229858E0,5.559439087E-1,9.084599802E0
2.937478142E1,6.506968689E-1,9.188941498E0,7.436535645E-1,9.241919329E0
2.938477742E1,6.872209167E-1,9.290729828E0,9.448352051E-1,9.363901264E0
2.939477242E1,4.721182251E-1,9.155111847E0,7.303312683E-1,9.196322760E0
2.940476842E1,1.639091492E-1,8.928483124E0,3.523672485E-1,8.936936823E0
2.941476442E1,5.071453857E-1,8.974736938E0,3.134481812E-1,8.994517737E0
2.942475942E1,1.193917236E0,8.928632812E0,3.568579102E-1,9.015168874E0
2.943475542E1,2.012115784E0,8.545878754E0,5.441184998E-1,8.796403728E0
2.944475142E1,3.116818542E0,8.527616730E0,1.149309998E0,9.151815032E0
2.945474642E1,3.699107666E0,8.111033020E0,1.518741760E0,9.043164861E0
2.946474242E1,3.355721741E0,7.525899811E0,1.740430756E0,8.421943694E0
2.947473742E1,2.872676239E0,7.520511017E0,2.385439453E0,8.396468074E0
2.948473342E1,2.539469147E0,8.011190643E0,3.394341431E0,9.063643463E0
2.949472942E1,2.349663849E0,7.925419006E0,3.590433655E0,9.012458070E0
2.950472442E1,2.433040466E0,7.360493774E0,3.512146454E0,8.510683123E0
2.951472042E1,3.038082275E0,6.939718781E0,3.734583893E0,8.446109016E0
2.952471642E1,4.002077637E0,6.973847809E0,3.914509735E0,8.942849945E0
2.953471142E1,5.313201141E0,6.626719666E0,3.798500977E0,9.304414520E0
2.954470742E1,6.844516754E0,6.666985931E0,4.132157135E0,1.041013130E1
2.955470342E1,7.952961731E0,6.707102509E0,4.763095093E0,1.144211079E1
2.956469842E1,8.303981781E0,6.398444366E0,5.376669159E0,1.178154383E1
2.957469442E1,7.821085968E0,6.247258759E0,5.779631195E0,1.155862295E1
2.958469042E1,7.032825165E0,6.387517090E0,6.124064941E0,1.130332587E1
2.959468542E1,6.355783081E0,6.337670746E0,6.374643860E0,1.100900238E1
2.960468108E1,6.172264709E0,6.205345917E0,6.318211212E0,1.079458024E1
2.961467708E1,6.549180908E0,6.063890076E0,6.296955414E0,1.092310308E1
2.962467208E1,6.851552124E0,5.686375122E0,6.085145874E0,1.078460147E1
2.963466808E1,6.926695862E0,5.146896973E0,6.002966766E0,1.051214888E1
2.964466308E1,6.885381775E0,5.028343506E0,6.394552460E0,1.065753357E1
2.965465908E1,6.801556091E0,5.324876862E0,6.663842468E0,1.090973305E1
2.966465508E1,6.671626282E0,5.355263672E0,6.751260681E0,1.089811759E1
2.967465008E1,6.224356384E0,5.202281799E0,6.606362000E0,1.046185295E1
2.968464608E1,5.681734772E0,5.049449615E0,6.382876740E0,9.925732563E0
2.969464208E1,5.128036194E0,4.586911469E0,6.087989960E0,9.186954543E0
2.970463708E1,3.964805145E0,3.700005798E0,5.609734497E0,7.802489595E0
2.971463308E1,3.319048004E0,3.581602020E0,5.415737915E0,7.292062112E0
2.972462908E1,2.834206238E0,3.502865753E0,5.739065552E0,7.296551712E0
2.973462408E1,2.893482971E0,3.177592163E0,6.251450043E0,7.586169211E0
2.974462008E1,4.721032562E0,2.712359619E0,6.874304810E0,8.769327783E0
2.975461608E1,6.685247955E0,2.368824005E0,7.879614258E0,1.060151820E1
2.976461108E1,7.626490631E0,1.736688538E0,8.683143311E0,1.168659164E1
2.977460708E1,8.055348816E0,1.057101746E0,9.250014496E0,1.231133124E1
2.978460308E1,7.876770172E0,5.905220032E-1,9.782008209E0,1.257298330E1
2.979459808E1,7.296876068E0,3.460803223E-1,1.034992722E1,1.266827397E1
2.980459408E1,6.570586395E0,2.953358459E-1,1.098580490E1,1.280420783E1
2.981458908E1,5.785918121E0,1.829196167E-1,1.134894974E1,1.274005370E1
2.982458508E1,4.730013885E0,-1.216969299E-1,1.105391327E1,1.202401098E1
2.983458108E1,3.190016327E0,-4.552033997E-1,1.057475967E1,1.105481599E1
2.984457608E1,2.069147186E0,-4.929249573E-1,1.039648041E1,1.061184008E1
2.985457208E1,1.493444366E0,-4.044589233E-1,1.034872971E1,1.046375504E1
2.986456808E1,1.480122070E0,-5.769003296E-1,1.042701691E1,1.054733411E1
2.987456308E1,1.992805939E0,-1.011895752E0,1.053599030E1,1.077043639E1
2.988455908E1,2.895578613E0,-1.230740662E0,1.068792435E1,1.114140139E1
2.989455508E1,3.982917480E0,-1.270857239E0,1.055574921E1,1.135352593E1
2.990455008E1,5.000501404E0,-1.186881866E0,1.033391052E1,1.154137815E1
2.991454608E1,5.674100647E0,-8.355624390E-1,1.025173141E1,1.174698173E1
2.992454208E1,5.799839172E0,-3.432362366E-1,1.005923172E1,1.161654373E1
2.993453708E1,5.293741608E0,-8.382568359E-2,9.504036255E0,1.087922020E1
2.994453308E1,4.626578979E0,5.254074097E-2,8.991352386E0,1.011199344E1
2.995452808E1,4.158801727E0,2.079176331E-1,8.850644989E0,9.781246253E0
2.996452408E1,3.911965027E0,2.573149109E-1,8.927734680E0,9.750596282E0
2.997452008E1,3.576662292E0,1.366658020E-1,9.209299164E0,9.880403928E0
2.998451508E1,3.277584229E0,-3.861968994E-2,9.889185333E0,1.041825496E1
2.999451108E1,3.387006683E0,-1.698966980E-1,1.051278854E1,1.104623928E1
3.000450708E1,3.938908997E0,1.555265808E-1,1.124491608E1,1.191584366E1
3.001450208E1,4.618196411E0,8.012837219E-1,1.168874313E1,1.259351062E1
3.002449808E1,5.176984406E0,1.376088409E0,1.136092484E1,1.256046973E1
3.003449408E1,5.159770203E0,1.629960480E0,1.040905426E1,1.173151356E1
3.004448908E1,4.707261200E0,1.951940918E0,9.079219666E0,1.041156141E1
3.005448508E1,4.071982269E0,2.567460938E0,7.854765930E0,9.212504713E0
3.006448108E1,3.419189758E0,3.136278076E0,6.870712280E0,8.290584178E0
3.007447608E1,3.251239014E0,3.758683777E0,6.206842804E0,7.951299042E0
3.008447208E1,3.619772644E0,4.489613800E0,5.825435944E0,8.197261128E0
3.009446708E1,4.227059784E0,5.443280640E0,6.093079376E0,9.199073585E0
3.010446308E1,3.624712372E0,5.829627228E0,6.251150665E0,9.284394328E0
3.011445908E1,2.800526276E0,6.067931671E0,5.770051117E0,8.829282648E0
3.012445408E1,2.136357422E0,6.467301178E0,5.090164948E0,8.502928128E0
3.013445008E1,1.645378418E0,6.702013092E0,4.583468628E0,8.284469463E0
3.014444608E1,1.243763580E0,6.982380066E0,4.523293762E0,8.411941850E0
3.015444108E1,1.156495056E0,7.269483032E0,4.734953613E0,8.752293990E0
3.016443708E1,1.382525024E0,7.403454437E0,5.016667786E0,9.049280011E0
3.017443308E1,1.712438965E0,7.325765991E0,5.262905731E0,9.181365438E0
3.018442808E1,1.951641541E0,7.381599884E0,5.251978455E0,9.267157020E0
3.019442408E1,1.552721100E0,7.388635254E0,5.513185272E0,9.348694325E0
3.020441908E1,9.427395630E-1,7.293283539E0,6.014492798E0,9.500256116E0
3.021441508E1,4.891827393E-1,7.599546661E0,6.247707825E0,9.850190977E0
3.022441108E1,-1.287322998E-1,7.989336090E0,6.419700165E0,1.024981041E1
3.023440608E1,-6.780899048E-1,8.374934235E0,6.488556976E0,1.061605864E1
3.024440208E1,-9.946815491E-1,8.555309143E0,6.235283661E0,1.063303664E1
3.025439808E1,-9.879455566E-1,8.792266388E0,5.849835205E0,1.060662796E1
3.026439308E1,-8.614585876E-1,8.964857483E0,5.377866669E0,1.048962490E1
3.027438908E1,-6.529421997E-1,9.014254761E0,4.845274200E0,1.025474546E1
3.028438408E1,-2.764750671E-1,9.071735229E0,4.594695282E0,1.017271071E1
3.029438008E1,2.276765442E-1,9.025631104E0,4.509223022E0,1.009192478E1
3.030437608E1,5.589376831E-1,8.931177521E0,4.463567963E0,1.000008911E1
3.031437108E1,8.047265625E-1,8.993148651E0,4.662504272E0,1.016185286E1
3.032436708E1,8.731343079E-1,9.084309082E0,4.894521790E0,1.035583790E1
3.033436308E1,6.959028625E-1,8.982221375E0,5.065166931E0,1.033540022E1
3.034435808E1,2.857557678E-1,8.833430786E0,5.213358765E0,1.026110449E1
3.035435408E1,-1.978884888E-1,8.815168762E0,5.224136353E0,1.024880290E1
3.036435008E1,-9.165440369E-1,9.010961609E0,5.037175140E0,1.036390928E1
3.037434508E1,-1.769021301E0,9.348060608E0,4.855752411E0,1.068147953E1
3.038434108E1,-2.286345520E0,9.431886292E0,4.647685089E0,1.076052190E1
3.039433608E1,-2.344873810E0,9.226363678E0,4.252207489E0,1.042619242E1
3.040433208E1,-2.260000305E0,8.879983978E0,3.805236969E0,9.921771275E0
3.041432808E1,-1.911375275E0,8.751401367E0,3.638633423E0,9.668507357E0
3.042432308E1,-1.294208679E0,8.734336853E0,3.731590118E0,9.585842747E0
3.043431908E1,-3.302133179E-1,8.918154602E0,4.022435303E0,9.788897185E0
3.044431508E1,2.013313293E-1,8.991801453E0,4.373155975E0,1.000087600E1
3.045431008E1,4.552033997E-1,8.939560089E0,4.719086609E0,1.011892895E1
3.046430608E1,4.914280701E-1,8.758436737E0,4.861290894E0,1.002915075E1
3.047430108E1,2.171983337E-1,8.485853577E0,4.976700897E0,9.839940948E0
3.048429708E1,-3.227288818E-1,8.279732208E0,5.142705688E0,9.752206990E0
3.049429308E1,-9.205856323E-1,8.115673370E0,5.186115417E0,9.675093037E0
3.050428808E1,-1.256636810E0,8.086035004E0,5.204227753E0,9.697787617E0
3.051428408E1,-1.184337158E0,8.200397186E0,5.316494293E0,9.844505071E0
3.052428008E1,-1.341809692E0,7.957452393E0,5.156926117E0,9.576815170E0
3.053427508E1,-1.375789032E0,7.823331299E0,4.839136963E0,9.301320047E0
3.054427108E1,-1.361568604E0,8.001909943E0,4.642146606E0,9.350612649E0
3.055426708E1,-1.549727325E0,8.193062439E0,4.452490997E0,9.452650580E0
3.056426208E1,-2.018103333E0,8.277636566E0,4.281696167E0,9.535456478E0
3.057425808E1,-2.594704285E0,8.318351898E0,4.220323792E0,9.681869733E0
3.058425308E1,-3.178340607E0,8.460107117E0,4.243824921E0,9.984253172E0
3.059424908E1,-3.711232452E0,8.560548248E0,4.288881226E0,1.026892082E1
3.060424492E1,-4.085454254E0,8.568182373E0,4.313729553E0,1.042655016E1
3.061423992E1,-4.276906128E0,8.572673035E0,4.166585541E0,1.044715675E1
3.062423592E1,-4.394561462E0,8.399034119E0,3.855981445E0,1.023350074E1
3.063423192E1,-4.446503448E0,8.057594147E0,3.421884155E0,9.818630634E0
3.064422692E1,-4.278403015E0,7.894134064E0,3.075953522E0,9.491236750E0
3.065422292E1,-3.894451447E0,8.104596405E0,3.254681854E0,9.562645499E0
3.066421792E1,-3.893553314E0,8.029153290E0,3.573219452E0,9.612229565E0
3.067421392E1,-4.159849548E0,7.756121063E0,3.777544556E0,9.577661775E0
3.068420992E1,-4.637506256E0,7.552095337E0,3.810925140E0,9.646955928E0
3.069420492E1,-5.481002197E0,7.221432953E0,3.873944092E0,9.858900639E0
3.070420092E1,-6.254294128E0,7.008425903E0,4.061803436E0,1.023388860E1
3.071419692E1,-6.495742035E0,7.052434387E0,4.272415466E0,1.049690570E1
3.072419192E1,-6.402036896E0,7.169490967E0,4.382436676E0,1.056377908E1
3.073418792E1,-6.051615601E0,7.166347504E0,4.394860840E0,1.035825225E1
3.074418292E1,-5.635780334E0,7.010970612E0,4.239483948E0,9.944292486E0
3.075417892E1,-5.187013550E0,6.745871887E0,3.894152069E0,9.358221916E0
3.076417492E1,-5.049000549E0,6.475384369E0,3.525169373E0,8.935873118E0
3.077416992E1,-5.545667725E0,6.236331482E0,3.218157806E0,8.944428463E0
3.078416592E1,-6.422095184E0,6.181545410E0,3.070115662E0,9.427641295E0
3.079416192E1,-7.275769958E0,6.425088959E0,2.947819977E0,1.014436983E1
3.080415692E1,-7.950866089E0,6.643933868E0,2.748584290E0,1.071974087E1
3.081415292E1,-8.371940460E0,6.842421112E0,2.562670898E0,1.111194834E1
3.082414792E1,-8.191415863E0,7.093898163E0,2.432441711E0,1.110582990E1
3.083414392E1,-7.660769348E0,7.244035950E0,2.246528320E0,1.078008967E1
