"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.872646692E1,-3.249087969E-1,-1.104559648E0,-2.122425261E0,2.414602810E0
2.873645692E1,1.575553454E-1,-1.398952484E0,-1.393365762E0,1.980747305E0
2.874644592E1,5.095756347E-1,-1.525745117E0,-9.612769908E-1,1.873931413E0
2.875643592E1,7.785399534E-1,-1.506306487E0,-1.056973107E0,1.998068027E0
2.876642592E1,9.206867161E-1,-1.430425415E0,-1.668745061E0,2.382958450E0
2.877641592E1,9.880391121E-1,-1.171685392E0,-2.520538201E0,2.949945892E0
2.878640592E1,8.299976438E-1,-8.701586598E-1,-3.339655931E0,3.549559680E0
2.879639592E1,5.699460167E-1,-6.034906889E-1,-4.016050728E0,4.100939273E0
2.880638492E1,2.447604273E-1,-3.419192243E-1,-4.511391170E0,4.530945455E0
2.881637492E1,-1.814486034E-2,-8.998053588E-2,-4.831395834E0,4.832267732E0
2.882636492E1,-2.174282024E-1,1.093960693E-1,-5.136302403E0,5.142066209E0
2.883635492E1,-2.306337735E-1,2.851743353E-1,-5.381186718E0,5.393670998E0
2.884634492E1,-2.593256953E-1,4.040167277E-1,-5.631107240E0,5.651535020E0
2.885633492E1,-2.885292484E-1,5.459090634E-1,-5.578342550E0,5.612412266E0
2.886632392E1,-4.588788863E-1,6.358767354E-1,-5.273240100E0,5.331225957E0
2.887631392E1,-8.421043769E-1,6.763548166E-1,-4.911986838E0,5.029334978E0
2.888630392E1,-1.168189853E0,8.187948903E-1,-4.603655555E0,4.819620014E0
2.889629392E1,-1.296681174E0,9.357259009E-1,-4.296615338E0,4.584524882E0
2.890628392E1,-1.217989273E0,8.658814216E-1,-3.830604529E0,4.111785447E0
2.891627392E1,-1.057284544E0,8.746439859E-1,-3.376530227E0,3.644696021E0
2.892626392E1,-7.716030360E-1,8.571695088E-1,-3.084251890E0,3.292828652E0
2.893625292E1,-3.822617233E-1,8.261604086E-1,-2.810351352E0,2.954105578E0
2.894624292E1,-8.235540122E-2,9.531434407E-1,-2.450890262E0,2.630993711E0
2.895623292E1,-5.008176751E-2,9.156329676E-1,-2.212258959E0,2.394782165E0
2.896622292E1,-3.919088982E-2,9.156331868E-1,-1.647431375E0,1.885192350E0
2.897621292E1,-9.587050930E-2,8.277170835E-1,-8.710994768E-1,1.205454696E0
2.898620292E1,-6.312792890E-2,5.531742288E-1,2.858534163E-1,6.258586410E-1
2.899619192E1,3.926990032E-3,2.471513537E-1,1.687075498E0,1.705087372E0
2.900618192E1,4.832482539E-2,-1.874239462E-1,3.385132651E0,3.390661600E0
2.901617192E1,3.309760141E-1,-4.889686581E-1,4.995875087E0,5.030646415E0
2.902616192E1,8.013432173E-1,-4.775963353E-1,6.194993421E0,6.264837803E0
2.903615192E1,1.104787836E0,-1.866223660E-1,6.414267517E0,6.511390930E0
2.904614192E1,1.025367810E0,-1.385687052E-1,5.522629110E0,5.618719847E0
2.905613092E1,6.283646712E-1,3.165327336E-1,4.513064643E0,4.567580060E0
2.906612092E1,-1.444162133E-1,9.835436265E-1,3.500128087E0,3.638558881E0
2.907611092E1,-9.566349594E-1,9.901290531E-1,2.883371966E0,3.195205765E0
2.908610092E1,-1.284305689E0,5.871768111E-1,3.805772574E0,4.059325387E0
2.909609092E1,-1.168932011E0,-2.597514457E-1,5.244854207E0,5.379811197E0
2.910608092E1,-3.130641653E-1,-1.294167749E0,6.224572147E0,6.365389049E0
2.911607092E1,7.994203605E-1,-2.251284153E0,6.662363707E0,7.077742820E0
2.912605992E1,1.879348467E0,-2.891834056E0,6.742833089E0,7.573668394E0
2.913604992E1,2.423640482E0,-3.137405127E0,6.393197075E0,7.522653319E0
2.914603992E1,2.180753576E0,-3.033105125E0,5.268396851E0,6.458437756E0
2.915602992E1,1.146220110E0,-2.689833513E0,3.468226263E0,4.536255976E0
2.916601992E1,-3.556468787E-1,-2.232224423E0,1.619554775E0,2.780695640E0
2.917600992E1,-1.634050315E0,-1.575505507E0,1.503962338E-1,2.274853195E0
2.918599892E1,-2.517305861E0,-8.144197112E-1,-1.111208371E0,2.869650206E0
2.919598892E1,-3.226685678E0,-3.120017993E-1,-2.172606651E0,3.902443497E0
2.920597892E1,-3.345619214E0,-1.068421517E-1,-2.292866920E0,4.057317079E0
2.921596892E1,-2.675163726E0,-2.644569924E-1,-1.663925201E0,3.161500520E0
2.922595892E1,-1.450927507E0,-5.070051987E-1,-1.083683773E0,1.880589116E0
2.923594892E1,-2.335020521E-1,-5.492528667E-1,-7.249296105E-1,9.390020554E-1
2.924593792E1,6.371879735E-1,-4.596666525E-1,-5.831562656E-1,9.784544829E-1
2.925592792E1,1.146523653E0,-2.575078690E-1,-9.491253072E-1,1.510518334E0
2.926591792E1,1.240682098E0,4.760368098E-2,-1.879010936E0,2.252163466E0
2.927590792E1,1.077559472E0,5.224800012E-1,-3.187266966E0,3.404818715E0
2.928589792E1,8.301908943E-1,1.034856233E0,-4.500039970E0,4.691535365E0
2.929588792E1,5.292624059E-1,1.474198841E0,-5.526660181E0,5.744332308E0
2.930587692E1,2.605891324E-1,1.785416894E0,-6.126831844E0,6.386993708E0
2.931586692E1,3.159184836E-2,1.967567748E0,-6.258598849E0,6.560669206E0
2.932585667E1,-3.884897389E-2,2.042087149E0,-6.041190600E0,6.377116357E0
2.933584667E1,2.091799738E-1,1.934450434E0,-5.491452341E0,5.825968036E0
2.934583667E1,5.721626962E-1,1.629619002E0,-4.784736807E0,5.086917982E0
2.935582667E1,8.533524464E-1,1.325627815E0,-4.072954077E0,4.367431100E0
2.936581667E1,1.036774047E0,1.063187016E0,-3.473880520E0,3.777977359E0
2.937580567E1,1.085478576E0,8.480797197E-1,-3.045628107E0,3.342656655E0
2.938579567E1,9.483437537E-1,6.872384584E-1,-2.771440471E0,3.008743069E0
2.939578567E1,7.745717405E-1,5.169037309E-1,-2.618356272E0,2.779017887E0
2.940577567E1,8.704709011E-1,5.795201746E-1,-2.478222486E0,2.689823398E0
2.941576567E1,9.246050084E-1,6.410306174E-1,-2.508167832E0,2.748948990E0
2.942575567E1,9.712188654E-1,7.497986227E-1,-2.517426898E0,2.800518210E0
2.943574467E1,1.071653419E0,8.712014376E-1,-2.204304407E0,2.601228731E0
2.944573467E1,9.971733400E-1,9.535814703E-1,-1.714661492E0,2.200849000E0
2.945572467E1,9.539717719E-1,9.906224851E-1,-1.088201331E0,1.753732359E0
2.946571467E1,1.067129136E0,9.134797304E-1,-1.820302552E-1,1.416455020E0
2.947570467E1,1.212750241E0,6.641057769E-1,1.021738370E0,1.719229166E0
2.948569467E1,1.421916985E0,4.306323762E-1,2.267875335E0,2.711189903E0
2.949568367E1,1.533051066E0,2.259405059E-1,3.245429805E0,3.596402272E0
2.950567367E1,1.447771473E0,-2.976992905E-2,3.948390257E0,4.205557526E0
2.951566367E1,1.457784391E0,-2.965298474E-2,4.347479097E0,4.585475889E0
2.952565367E1,1.801585615E0,5.435586289E-1,4.154466602E0,4.560784960E0
2.953564367E1,1.793096627E0,9.081921664E-1,3.297910320E0,3.862152379E0
2.954563367E1,1.535625011E0,8.628022047E-1,2.726595250E0,3.246058144E0
2.955562267E1,1.391205947E0,1.225936224E0,2.913840052E0,3.453814914E0
2.956561267E1,9.058582503E-1,8.483176283E-1,3.499741001E0,3.713274706E0
2.957560267E1,3.222570846E-1,-1.475538292E-1,4.853948545E0,4.866871504E0
2.958559267E1,-6.764006076E-2,-1.133304560E0,6.513229303E0,6.611437843E0
2.959558267E1,-4.448534260E-2,-2.221159298E0,7.602051024E0,7.920019403E0
2.960557267E1,5.661568748E-1,-2.742497630E0,7.930059357E0,8.409974332E0
2.961556167E1,1.212991804E0,-2.799035528E0,7.023759057E0,7.657619754E0
2.962555167E1,1.463304893E0,-2.314493139E0,5.464765649E0,6.112430229E0
2.963554167E1,1.079278261E0,-1.677632829E0,3.829585360E0,4.317987668E0
2.964553167E1,2.646773228E-2,-1.068398712E0,2.466653770E0,2.688225655E0
2.965552167E1,-1.170459596E0,-5.456207956E-1,1.305765701E0,1.836491705E0
2.966551167E1,-2.042957507E0,1.098851158E-1,5.434986949E-2,2.046632362E0
2.967550067E1,-2.472211841E0,6.632946950E-1,-1.234446627E0,2.841768765E0
2.968549067E1,-2.316585711E0,7.485705612E-1,-1.886336328E0,3.079803887E0
2.969548067E1,-1.828874570E0,3.063055880E-1,-1.474137445E0,2.368899853E0
2.970547067E1,-1.178809858E0,-3.162322598E-1,-6.352479404E-1,1.375912595E0
2.971546067E1,-4.912017828E-1,-8.236823586E-1,-4.212334156E-3,9.590357465E-1
2.972545067E1,1.901441440E-2,-1.150036295E0,2.545509320E-1,1.178024280E0
2.973544067E1,2.565335036E-1,-1.264707430E0,1.458868611E-1,1.298682909E0
2.974542967E1,2.952365895E-1,-1.199667242E0,-2.242448133E-1,1.255647989E0
2.975541967E1,2.462980988E-1,-1.044167997E0,-8.492864388E-1,1.368297122E0
2.976540967E1,5.228488874E-3,-7.447670205E-1,-1.629143624E0,1.791316331E0
2.977539967E1,-3.592568766E-1,-3.891562849E-1,-2.366747074E0,2.425283454E0
2.978538967E1,-6.272877603E-1,-8.864254676E-2,-2.824244336E0,2.894426283E0
2.979537867E1,-6.784296280E-1,6.899396528E-2,-3.000080636E0,3.076607019E0
2.980536867E1,-5.155794096E-1,1.461848864E-1,-3.107796289E0,3.153662937E0
2.981535867E1,-1.963999704E-1,2.025480984E-1,-3.344604430E0,3.356482902E0
2.982534867E1,1.761510260E-2,2.920359698E-1,-3.638389594E0,3.650133441E0
2.983533867E1,4.233632639E-2,4.452011526E-1,-3.933869281E0,3.959207491E0
2.984532867E1,3.979514474E-2,5.381826988E-1,-4.289077692E0,4.322893906E0
2.985531767E1,1.037313598E-1,5.919258466E-1,-4.674116843E0,4.712590016E0
2.986530767E1,3.329784662E-2,6.140956378E-1,-4.967792079E0,5.005714769E0
2.987529767E1,-6.178021878E-3,6.215786851E-1,-5.051832941E0,5.089932641E0
2.988528767E1,4.611867093E-2,4.175715237E-1,-5.023652869E0,5.041188457E0
2.989527767E1,2.824316988E-1,2.468024211E-1,-4.635645672E0,4.650794545E0
2.990526767E1,4.341757524E-1,1.362576663E-1,-3.977281934E0,4.003229486E0
2.991525667E1,3.807787598E-1,1.038319319E-2,-3.167281183E0,3.190105071E0
2.992524667E1,3.422740041E-1,-1.222862562E-1,-2.197749093E0,2.227601064E0
2.993523667E1,2.398179769E-1,-3.092333619E-1,-1.086982772E0,1.155278962E0
2.994522667E1,5.865913952E-2,-4.410903407E-1,6.366857708E-2,4.495055851E-1
2.995521667E1,-1.885349537E-1,-5.717642085E-1,9.223631859E-1,1.101459752E0
2.996520667E1,-3.829836717E-1,-6.409141847E-1,1.432853764E0,1.615709563E0
2.997519567E1,-4.323205405E-1,-6.455340698E-1,1.750247646E0,1.914936580E0
2.998518567E1,-4.271727249E-1,-2.892773996E-1,2.016766659E0,2.081707402E0
2.999517567E1,-3.216539078E-1,3.771993501E-1,2.226392264E0,2.280912777E0
3.000516567E1,-5.131322402E-1,7.420853412E-1,2.132939724E0,2.315907428E0
3.001515567E1,-1.014882437E0,7.998406291E-1,2.084528872E0,2.452548065E0
3.002514567E1,-1.067751718E0,1.148814446E0,2.190722494E0,2.694277901E0
3.003513467E1,-9.099092013E-1,1.064265900E0,2.168439925E0,2.581226137E0
3.004512467E1,-6.520754231E-1,5.485044962E-1,2.623284305E0,2.758202329E0
3.005511467E1,-3.275256452E-1,-2.166101038E-2,3.590064111E0,3.605038497E0
3.006510467E1,2.083037686E-1,-7.179611912E-1,4.375594849E0,4.438996397E0
3.007509467E1,1.094690864E0,-1.462392143E0,4.962932459E0,5.288443765E0
3.008508467E1,2.280850307E0,-2.029569722E0,5.479914615E0,6.273029218E0
3.009507367E1,3.140326104E0,-2.346752813E0,5.531175401E0,6.779586869E0
3.010506367E1,3.189038380E0,-2.539170939E0,5.009034246E0,6.458156000E0
3.011505367E1,2.427717892E0,-2.449461494E0,3.979085800E0,5.265624330E0
3.012504367E1,1.070128100E0,-2.087738847E0,2.544074998E0,3.460656764E0
3.013503367E1,-5.890764253E-1,-1.369960235E0,1.172825745E0,1.897188000E0
3.014502367E1,-2.251577976E0,-4.266852133E-1,-9.789817750E-2,2.293740985E0
3.015501267E1,-3.658428587E0,3.601349822E-1,-1.258607907E0,3.885600442E0
3.016500267E1,-4.426582569E0,8.340642361E-1,-1.829536475E0,4.861841226E0
3.017499267E1,-4.324677880E0,9.132780746E-1,-1.272466393E0,4.599574581E0
3.018498267E1,-3.377931512E0,6.120788600E-1,-2.095618701E-1,3.439328134E0
3.019497267E1,-2.036411403E0,2.539587187E-1,5.723710763E-1,2.130510522E0
3.020496267E1,-7.378840437E-1,1.190825119E-1,1.035100427E0,1.276748370E0
3.021495167E1,2.131263328E-1,7.043829150E-2,1.039500457E0,1.063459255E0
3.022494167E1,8.928472453E-1,2.398128605E-1,5.295489925E-1,1.065414730E0
3.023493167E1,1.200991052E0,4.954593598E-1,-6.169362152E-1,1.438217569E0
3.024492167E1,1.341802091E0,8.360661766E-1,-2.054106393E0,2.592063382E0
3.025491167E1,1.118456360E0,1.191591579E0,-3.488457629E0,3.852294349E0
3.026490167E1,7.370533736E-1,1.493245415E0,-4.731606082E0,5.016086688E0
3.027489067E1,4.134738681E-1,1.790820744E0,-5.598927088E0,5.892875709E0
3.028488067E1,2.091649903E-1,1.861903152E0,-6.077859074E0,6.360094674E0
3.029487067E1,1.899262621E-1,1.807149971E0,-5.998772559E0,6.267945055E0
3.030486067E1,2.487230488E-1,1.675255790E0,-5.541253662E0,5.794293508E0
3.031485067E1,2.641956585E-1,1.445124146E0,-4.883032011E0,5.099233743E0
3.032484192E1,2.514645524E-1,1.228213495E0,-4.284998090E0,4.464633405E0
3.033483092E1,3.113417217E-1,1.100426544E0,-3.667662510E0,3.841825156E0
3.034482092E1,4.474754636E-1,9.472520055E-1,-3.237685753E0,3.402958960E0
3.035481092E1,4.781639903E-1,9.032913957E-1,-3.062970364E0,3.228988015E0
3.036480092E1,4.375147318E-1,8.632496629E-1,-2.957481916E0,3.111803079E0
3.037479092E1,3.117665585E-1,9.070848499E-1,-2.635799686E0,2.804895951E0
3.038478092E1,-2.470247615E-2,1.057976489E0,-2.222350668E0,2.461456267E0
3.039476992E1,-3.258535242E-1,1.153725961E0,-1.682536889E0,2.065960913E0
3.040475992E1,-2.836750179E-1,1.130655406E0,-8.071864861E-1,1.417886874E0
3.041474992E1,1.259565169E-2,9.202995573E-1,3.756309807E-2,9.211519483E-1
3.042473992E1,5.344868200E-1,6.460980338E-1,8.915682399E-1,1.223933314E0
3.043472992E1,1.159701669E0,4.012900979E-1,1.808829145E0,2.185818973E0
3.044471992E1,1.740875729E0,2.528258207E-1,2.812672112E0,3.317483023E0
3.045470892E1,1.998165643E0,1.747660765E-1,3.706625431E0,4.214532145E0
3.046469892E1,1.872679571E0,6.804361001E-2,4.294132025E0,4.685203150E0
3.047468892E1,1.798799563E0,3.204681655E-1,4.073410744E0,4.464420993E0
3.048467892E1,1.742784406E0,6.827520360E-1,3.052592141E0,3.580749448E0
3.049466892E1,1.184909820E0,7.668966121E-1,1.978586680E0,2.430421145E0
3.050465792E1,5.884973682E-1,1.364838805E0,1.706818621E0,2.263259579E0
3.051464792E1,1.598533011E-1,1.530546265E0,2.150054525E0,2.644023337E0
3.052463792E1,-2.490461074E-1,8.121429516E-1,3.257149379E0,3.366098961E0
3.053462792E1,-4.621068052E-1,-5.384607704E-2,5.131615859E0,5.152661781E0
3.054461792E1,-1.789300980E-1,-1.122822768E0,7.115306574E0,7.205576631E0
3.055460792E1,6.686423392E-1,-2.147881261E0,8.510389663E0,8.802681904E0
3.056459692E1,1.529255639E0,-2.579026145E0,8.804284170E0,9.300828910E0
3.057458692E1,1.954465453E0,-2.394826865E0,7.907448174E0,8.490162987E0
3.058457692E1,1.865023081E0,-1.647075426E0,6.071002629E0,6.561115871E0
3.059456692E1,1.371233320E0,-8.536697309E-1,3.720159397E0,4.055689678E0
3.060455692E1,6.290007752E-1,-1.619394049E-1,1.676900758E0,1.798294330E0
3.061454692E1,-2.864209982E-1,4.561116184E-1,2.179274815E-1,5.810053218E-1
3.062453592E1,-1.104774241E0,8.648213214E-1,-7.917299563E-1,1.610986768E0
3.063452592E1,-1.445605956E0,9.559669150E-1,-1.108142091E0,2.057092175E0
3.064451592E1,-1.225311083E0,6.377963763E-1,-7.816347384E-1,1.587174953E0
3.065450592E1,-5.800178457E-1,7.558326568E-2,-1.616357517E-1,6.068440060E-1
3.066449592E1,1.816819804E-1,-4.359936517E-1,3.746907485E-1,6.029029468E-1
3.067448592E1,8.773224492E-1,-9.853271004E-1,7.051788855E-1,1.495941655E0
3.068447492E1,1.287901288E0,-1.439809173E0,8.543109512E-1,2.112246998E0
3.069446492E1,1.466347200E0,-1.696204755E0,7.265118670E-1,2.356926850E0
3.070445492E1,1.352551758E0,-1.789040413E0,1.169682866E-1,2.245828008E0
3.071444492E1,1.168714641E0,-1.725191450E0,-8.402454740E-1,2.246818174E0
3.072443492E1,9.677962708E-1,-1.538773444E0,-2.016646206E0,2.715016622E0
3.073442492E1,7.103134717E-1,-1.359554530E0,-3.207586625E0,3.555495142E0
3.074441392E1,3.656088166E-1,-1.128529505E0,-4.135502912E0,4.302282299E0
3.075440392E1,-7.259354778E-2,-7.986779103E-1,-4.890893008E0,4.956207284E0
3.076439392E1,-6.562737970E-1,-5.354643282E-1,-5.523694473E0,5.588257150E0
3.077438392E1,-1.011941360E0,-2.539121237E-1,-5.984343969E0,6.074608582E0
3.078437392E1,-1.134292740E0,-9.401876919E-2,-6.198575426E0,6.302205714E0
3.079436292E1,-1.014422772E0,1.071991973E-2,-6.132284372E0,6.215631915E0
3.080435292E1,-8.838725732E-1,3.164798163E-2,-5.894664053E0,5.960645655E0
3.081434292E1,-8.628452548E-1,1.514839621E-1,-5.518465893E0,5.587567909E0
3.082433292E1,-9.866080061E-1,3.638109074E-1,-5.145686599E0,5.252032398E0
3.083432292E1,-1.187849434E0,5.086931437E-1,-4.803605772E0,4.974372665E0
3.084431292E1,-1.360254734E0,5.992268993E-1,-4.296048158E0,4.545920764E0
3.085430192E1,-1.356215331E0,6.606910761E-1,-3.612603958E0,3.914938068E0
3.086429192E1,-1.142650384E0,6.390174211E-1,-2.697590137E0,2.998497243E0
3.087428192E1,-7.232845695E-1,3.078737381E-1,-1.235855221E0,1.464672296E0
3.088427192E1,-4.586489446E-1,-3.333582428E-1,5.605228633E-1,7.972906952E-1
3.089426192E1,-2.826146436E-1,-9.997102276E-1,2.359835081E0,2.578393528E0
3.090425192E1,-4.884182889E-2,-1.457569944E0,3.932413325E0,4.194135218E0
3.091424092E1,2.890596274E-1,-1.698503003E0,4.949043567E0,5.240372139E0
3.092423092E1,7.502328515E-1,-1.712888616E0,5.063291729E0,5.397569812E0
3.093422092E1,1.325018682E0,-1.278288319E0,4.388337101E0,4.758907233E0
3.094421092E1,1.745979617E0,-5.227016837E-1,3.364321826E0,3.826267531E0
3.095420092E1,1.756124829E0,5.373259355E-1,2.359218784E0,2.989750298E0
3.096419092E1,1.153935145E0,1.301952293E0,1.211505661E0,2.119998127E0
3.097417992E1,2.671307780E-2,1.728049276E0,1.082378089E-2,1.728289630E0
3.098416992E1,-9.311788137E-1,2.396299194E0,-8.323435467E-1,2.702247137E0
3.099415992E1,-1.619585765E0,2.369820663E0,-1.195494815E0,3.109391561E0
3.100414992E1,-2.095493863E0,1.489253667E0,-1.129044718E-1,2.573269989E0
3.101413992E1,-2.186248059E0,2.355797870E-1,2.283107917E0,3.169820211E0
3.102412892E1,-1.605140803E0,-1.323860494E0,4.877009963E0,5.302292881E0
3.103411892E1,-4.605573296E-1,-2.802019655E0,6.868382165E0,7.432233901E0
3.104410892E1,9.466370246E-1,-3.478367674E0,7.911172265E0,8.693779957E0
3.105409892E1,1.759485077E0,-3.487375017E0,7.272591412E0,8.255189767E0
3.106408892E1,1.689899995E0,-2.903573219E0,5.265843372E0,6.246247342E0
3.107407892E1,8.708605450E-1,-1.947673620E0,2.612036601E0,3.372620024E0
3.108406792E1,-4.134686787E-1,-1.008904097E0,-6.042980433E-2,1.092014463E0
3.109405792E1,-1.540669988E0,-4.401615836E-2,-2.250690953E0,2.727858354E0
3.110404792E1,-2.542193949E0,8.117738461E-1,-4.036159887E0,4.838627232E0
3.111403792E1,-3.119711160E0,1.394307895E0,-4.987473223E0,6.045790385E0
3.112402792E1,-3.126320268E0,1.421905437E0,-4.387592166E0,5.571952845E0
3.113401792E1,-2.572354765E0,1.052594127E0,-2.726485907E0,3.893416088E0
3.114400692E1,-1.586845450E0,5.697094969E-1,-1.074214207E0,1.999145707E0
3.115399692E1,-3.553017468E-1,2.638211077E-1,1.744429082E-1,4.756797624E-1
3.116398692E1,6.809382297E-1,1.392748844E-1,8.272529608E-1,1.080472965E0
3.117397692E1,1.398841095E0,2.265329202E-1,7.361352146E-1,1.596862119E0
3.118396692E1,1.672997156E0,5.612075722E-1,-1.172483683E-1,1.768508016E0
3.119395592E1,1.613599678E0,1.019573000E0,-1.523403161E0,2.442128214E0
3.120394592E1,1.311510883E0,1.541277076E0,-3.068060950E0,3.675403898E0
3.121393592E1,9.481780583E-1,2.052262474E0,-4.268774405E0,4.830451098E0
3.122392592E1,4.879471495E-1,2.391041670E0,-5.160339721E0,5.708264073E0
3.123391592E1,2.275906632E-1,2.682539112E0,-5.508102288E0,6.130824121E0
3.124390592E1,2.431938851E-1,2.698183630E0,-5.169052073E0,5.835960717E0
3.125389492E1,5.144704852E-1,2.407932230E0,-4.240215434E0,4.903289144E0
3.126388492E1,8.949510004E-1,2.056132892E0,-3.109493151E0,3.833740656E0
3.127387492E1,1.144450230E0,1.778298640E0,-2.213868697E0,3.061588965E0
3.128386492E1,1.232130399E0,1.577549108E0,-1.962933099E0,2.803553613E0
3.129385492E1,1.187704424E0,1.497623664E0,-2.217822585E0,2.927841432E0
3.130384392E1,1.180730961E0,1.545962157E0,-2.523850064E0,3.186525340E0
3.131383392E1,1.014818044E0,1.507722390E0,-2.652260767E0,3.215209114E0
3.132382392E1,9.547365877E-1,1.565223032E0,-2.464480945E0,3.071662647E0
3.133381304E1,9.556057763E-1,1.494956749E0,-1.861147107E0,2.571370575E0
3.134380304E1,9.911148937E-1,1.021414800E0,-7.737696487E-1,1.619974196E0
3.135379304E1,1.376312358E0,5.800791684E-1,6.642495453E-1,1.634611577E0
3.136378204E1,1.957037790E0,1.638383979E-1,2.117737548E0,2.888191866E0
3.137377204E1,2.525794556E0,-2.181348384E-1,3.305162621E0,4.165491675E0
3.138376204E1,2.709097165E0,-5.284926930E-1,4.092058684E0,4.935935195E0
3.139375204E1,2.392362849E0,-7.537579186E-1,4.372743162E0,5.041074663E0
3.140374204E1,1.743625674E0,-8.421764439E-1,4.319546363E0,4.733705994E0
3.141373204E1,1.438232325E0,-3.229841128E-1,4.091067581E0,4.348524452E0
3.142372104E1,1.197499314E0,2.565882482E-2,3.436140836E0,3.638918360E0
3.143371104E1,6.173576532E-1,-2.239532565E-1,2.653584577E0,2.733641644E0
3.144370104E1,1.689310669E-1,2.941772202E-1,2.583716782E0,2.605891469E0
3.145369104E1,-4.397859365E-1,4.932374910E-2,2.944008177E0,2.977083917E0
3.146368104E1,-8.663602354E-1,-1.129528282E0,4.069582572E0,4.311370607E0
3.147367004E1,-7.874692364E-1,-2.059385260E0,6.242322539E0,6.620254234E0
3.148366004E1,-4.134058211E-1,-2.867811940E0,7.844650832E0,8.362642906E0
3.149365004E1,1.822302300E-1,-3.311114794E0,8.147330196E0,8.796344602E0
3.150364004E1,7.772604364E-1,-3.024692736E0,7.298386989E0,7.938472937E0
3.151363004E1,8.745032872E-1,-2.482241862E0,5.426712554E0,6.031209647E0
3.152362004E1,4.098624450E-1,-1.690184754E0,3.258261520E0,3.693369716E0
3.153360904E1,-5.389664815E-1,-8.262937251E-1,1.461288773E0,1.763125369E0
3.154359904E1,-1.760693112E0,-2.421697453E-2,6.056838334E-2,1.761901026E0
3.155358904E1,-2.754988160E0,7.584445350E-1,-1.333717731E0,3.153410988E0
3.156357904E1,-3.073502077E0,1.202227226E0,-2.500147206E0,4.140350392E0
3.157356904E1,-2.670454671E0,1.038899656E0,-2.737419031E0,3.962840345E0
3.158355804E1,-1.809739703E0,2.543527845E-1,-1.574188567E0,2.412037060E0
3.159354804E1,-9.081471428E-1,-5.981184134E-1,-1.712865812E-1,1.100825128E0
3.160353804E1,-7.138279041E-2,-1.274577384E0,6.271904773E-1,1.422325878E0
3.161352804E1,5.898320317E-1,-1.706164025E0,9.723001617E-1,2.050430470E0
3.162351804E1,9.972147091E-1,-1.937147901E0,7.490511292E-1,2.303922039E0
3.163350804E1,1.114775538E0,-1.965571801E0,9.598146021E-2,2.261727093E0
3.164349704E1,9.488591127E-1,-1.812803498E0,-8.237914091E-1,2.205724920E0
3.165348704E1,6.004380038E-1,-1.498713292E0,-1.836788192E0,2.445497534E0
3.166347704E1,2.094165668E-1,-1.080410282E0,-2.849766848E0,3.054883429E0
3.167346704E1,-1.301166281E-1,-6.299583299E-1,-3.717078499E0,3.772326921E0
3.168345704E1,-4.220724180E-1,-1.084988140E-1,-4.575057408E0,4.595766248E0
3.169344604E1,-6.100957768E-1,4.221219000E-1,-5.444230227E0,5.494546981E0
3.170343604E1,-8.264168821E-1,8.201282016E-1,-6.117242995E0,6.227056848E0
3.171342604E1,-1.083734132E0,1.039280017E0,-6.318913463E0,6.494863353E0
3.172341604E1,-1.321449980E0,1.111640846E0,-6.116015080E0,6.355125166E0
3.173340604E1,-1.561708563E0,9.528937646E-1,-5.704851154E0,5.991015511E0
3.174339604E1,-1.643654805E0,7.629243793E-1,-5.078409120E0,5.392021321E0
3.175338504E1,-1.544473456E0,4.627108591E-1,-4.323187425E0,4.614049101E0
3.176337504E1,-1.699890840E0,1.026013123E-1,-3.690704048E0,4.064658936E0
3.177336504E1,-1.646333999E0,-1.086720378E-1,-2.875093478E0,3.314873716E0
3.178335504E1,-1.213793969E0,-3.482300511E-1,-2.172154661E0,2.512531759E0
3.179334504E1,-5.824699487E-1,-4.334720765E-1,-1.588925305E0,1.746955325E0
3.180333404E1,1.320150911E-1,-4.076477024E-1,-1.213504824E0,1.286933795E0
3.181332404E1,4.895735525E-1,-4.109278442E-1,-9.126445287E-1,1.114210031E0
3.182331404E1,2.514989230E-1,-3.150463714E-1,-4.761791164E-1,6.239010140E-1
3.183330404E1,-2.894016164E-1,-1.963342988E-1,2.542252421E-1,4.323550928E-1
3.184329404E1,-5.571351692E-1,-9.994426444E-2,9.933366895E-1,1.143287467E0
3.185328404E1,-5.471866800E-1,3.314128742E-2,1.627812213E0,1.717639138E0
3.186327304E1,-3.731883064E-1,3.058333522E-1,2.405457396E0,2.453370913E0
3.187326304E1,-1.563030545E-1,3.954463175E-1,3.371520333E0,3.398228625E0
3.188325304E1,-6.127637152E-2,5.918806037E-1,4.546414822E0,4.585189765E0
3.189324304E1,-3.220398240E-1,1.259289692E0,5.288215404E0,5.445616800E0
3.190323304E1,-1.497158225E0,1.106223912E0,4.787849280E0,5.136994727E0
3.191322204E1,-2.546104859E0,1.029120480E0,3.872695127E0,4.747579010E0
3.192321204E1,-2.948939719E0,1.654719784E0,3.004712800E0,4.523565191E0
3.193320204E1,-2.831418285E0,1.410386568E0,2.722427355E0,4.173455461E0
3.194319204E1,-1.953649182E0,1.850808938E-1,4.423274215E0,4.839044828E0
3.195318204E1,-7.368588806E-1,-1.056267421E0,5.782751269E0,5.924430278E0
3.196317204E1,6.449282252E-1,-1.703934190E0,5.917581046E0,6.191695210E0
