"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.152054167E0,-6.477421246E-2,6.107442331E-1,-1.979671923E0,2.072753034E0
3.162045167E0,2.506596831E-1,9.785649417E-1,-3.135252475E0,3.293968382E0
3.172035167E0,3.395899860E-1,1.260303892E0,-4.064141738E0,4.268598754E0
3.182025167E0,3.079723368E-1,1.387883998E0,-4.569501384E0,4.785541960E0
3.192015167E0,5.428052882E-1,1.512907701E0,-4.656683369E0,4.926279255E0
3.202005167E0,2.153224739E-1,1.314232762E0,-4.131965931E0,4.341280223E0
3.211996167E0,5.065165177E-2,1.230113840E0,-3.222973573E0,3.450116564E0
3.221986167E0,2.141847519E-1,1.306758266E0,-2.195685026E0,2.564083658E0
3.231976167E0,1.799762745E-1,1.248333033E0,-8.158199000E-1,1.502094847E0
3.241966167E0,4.568726335E-1,1.074903228E0,3.856911153E-1,1.230002923E0
3.251956167E0,6.776809651E-1,9.727273008E-1,1.263717788E0,1.732752879E0
3.261946167E0,1.012772176E0,7.397289133E-1,1.879648283E0,2.259642452E0
3.271937167E0,1.422328922E0,4.124646387E-1,2.180925484E0,2.636206101E0
3.281927167E0,1.649837797E0,1.983304652E-1,2.568525715E0,3.059186833E0
3.291917167E0,2.166552151E0,-5.458236940E-2,3.084461221E0,3.769725253E0
3.301906458E0,2.834422585E0,1.381733604E-2,3.317315474E0,4.363338660E0
3.311896458E0,3.369125313E0,2.168302515E-1,3.479775099E0,4.848386894E0
3.321887458E0,3.719996552E0,2.932807689E-1,3.587212424E0,5.176145373E0
3.331877458E0,3.852348570E0,4.708409008E-1,3.685724559E0,5.352274861E0
3.341867458E0,3.833708816E0,4.548465002E-1,3.808696182E0,5.423133341E0
3.351857458E0,3.509601746E0,2.106598310E-1,3.845550597E0,5.210560562E0
3.361847458E0,3.051872349E0,1.638835676E-1,3.319580101E0,4.512249406E0
3.371837458E0,2.632809127E0,3.103979811E-1,2.711265605E0,3.791964133E0
3.381828458E0,1.980913287E0,1.703992662E-1,2.429995236E0,3.139734098E0
3.391818458E0,1.006877087E0,-3.440161090E-1,2.504978176E0,2.721592220E0
3.401808458E0,1.696071877E-1,-9.045591451E-1,3.091114767E0,3.225210745E0
3.411798458E0,-2.816143312E-2,-1.282761293E0,3.692044230E0,3.908639174E0
3.421788458E0,4.312619752E-1,-1.498163800E0,3.998506157E0,4.291681856E0
3.431779458E0,1.097048242E0,-1.619133775E0,3.981415915E0,4.435851859E0
3.441769458E0,1.537143240E0,-1.708568400E0,3.578405347E0,4.252881394E0
3.451759458E0,1.534505854E0,-1.617667878E0,2.937393807E0,3.687796084E0
3.461749458E0,1.088227717E0,-1.352959602E0,2.019720672E0,2.663458436E0
3.471739458E0,4.155505798E-1,-8.582809914E-1,1.329435815E0,1.636070943E0
3.481730458E0,-3.798752553E-1,-4.142734017E-1,6.135424912E-1,8.320829583E-1
3.491720458E0,-6.838715585E-1,-6.608764328E-2,-1.526035577E-1,7.038009172E-1
3.501710458E0,-1.789816047E0,1.652317163E-1,-2.630276406E-1,1.816569993E0
3.511700458E0,-1.881684283E0,1.627391944E-1,-7.063033050E-1,2.016453358E0
3.521690458E0,-1.641867165E0,-3.284600303E-3,-1.158462059E0,2.009421041E0
3.531680458E0,-1.476863417E0,-1.028638523E-1,-1.351235404E0,2.004381112E0
3.541671458E0,-1.027239796E0,-1.649060994E-1,-1.458117828E0,1.791235111E0
3.551661458E0,-5.782162455E-1,-1.827549445E-1,-1.558819161E0,1.672617880E0
3.561651458E0,-2.800958093E-1,-2.011892420E-1,-1.774501312E0,1.807701767E0
3.571641458E0,-1.197601859E-1,-2.381713096E-1,-2.011474929E0,2.029063692E0
3.581631458E0,-1.521962260E-1,-2.470314493E-1,-2.219434662E0,2.238320452E0
3.591622458E0,-2.342284955E-1,-1.501051521E-1,-2.579962869E0,2.594918679E0
3.601612458E0,-4.204232108E-1,-9.261079621E-2,-3.011939959E0,3.042550698E0
3.611602458E0,-6.018536147E-1,-8.157973152E-2,-3.341189071E0,3.395942790E0
3.621592458E0,-5.890604185E-1,9.316032484E-2,-3.635287646E0,3.683882095E0
3.631582458E0,-4.916557460E-1,3.171985853E-1,-3.730418921E0,3.776025111E0
3.641572458E0,-2.466292705E-1,4.526089170E-1,-3.924959879E0,3.958660238E0
3.651563458E0,2.055201285E-2,5.410292695E-1,-4.140958364E0,4.176202968E0
3.661553458E0,1.279142012E-1,5.761928896E-1,-4.219930274E0,4.261005962E0
3.671543458E0,4.827081174E-2,6.087018006E-1,-3.995766737E0,4.042152863E0
3.681533458E0,-4.857976399E-1,5.551904950E-1,-3.280433577E0,3.362362307E0
3.691523458E0,-1.355223497E0,5.439590169E-1,-2.221770040E0,2.658718535E0
3.701514458E0,-2.068840207E0,3.892117238E-1,-7.567022109E-1,2.237003309E0
3.711504458E0,-2.139752608E0,2.453403980E-1,1.389579105E-1,2.158249854E0
3.721494458E0,-2.324359731E0,-1.092498158E-1,1.524052786E0,2.781603957E0
3.731484458E0,-1.407959243E0,-9.893392405E-1,2.295472439E0,2.868856058E0
3.741474458E0,-9.503440131E-1,-1.740153451E0,3.048969206E0,3.636963156E0
3.751464458E0,-1.021424667E0,-2.211542236E0,3.464266528E0,4.235017118E0
3.761455458E0,-1.477429574E0,-2.428576263E0,3.742868813E0,4.699983804E0
3.771445458E0,-2.031123766E0,-2.610619236E0,3.854534259E0,5.079195892E0
3.781435458E0,-2.093458740E0,-2.444358483E0,3.584453123E0,4.817235937E0
3.791425458E0,-1.713359024E0,-1.924705903E0,3.277276665E0,4.169008791E0
3.801415458E0,-1.205299719E0,-1.294206779E0,2.454526645E0,3.025296622E0
3.811406458E0,-5.358055864E-1,-9.285736598E-1,1.099556040E0,1.535695332E0
3.821396458E0,2.971155191E-1,-3.315229480E-1,-1.441186631E-1,4.679265816E-1
3.831386458E0,9.930528072E-1,4.403963493E-1,-1.010689471E0,1.483777621E0
3.841376458E0,1.049121831E0,7.176786245E-1,-1.503233775E0,1.968611441E0
3.851366458E0,6.260982905E-1,2.788037208E-1,-1.431729929E0,1.587318863E0
3.861356458E0,5.444897979E-2,-4.284366006E-1,-4.457309103E-1,6.206437436E-1
3.871347458E0,-2.358656428E-1,-9.372045887E-1,8.771870130E-1,1.305159798E0
3.881337458E0,-3.840531640E-2,-1.288714343E0,2.008632013E0,2.386810044E0
3.891327458E0,6.216535295E-1,-1.351532589E0,3.147211785E0,3.481096877E0
3.901317458E0,1.347693161E0,-1.167693205E0,3.933713161E0,4.319014182E0
3.911307458E0,1.624782186E0,-1.014629398E0,3.464561813E0,3.958860761E0
3.921298458E0,1.212445309E0,-8.079092751E-1,1.933333324E0,2.420850835E0
3.931288458E0,5.454619706E-1,-1.854304111E-1,2.896576148E-1,6.448369814E-1
3.941278458E0,-3.109619451E-1,5.972221814E-1,-9.873052865E-1,1.195049536E0
3.951268458E0,-1.312382703E0,9.720804526E-1,-2.297518380E0,2.818843640E0
3.961258458E0,-2.304863798E0,1.060778694E0,-3.302946526E0,4.164985513E0
3.971248458E0,-3.885743481E0,1.117200305E0,-3.710681645E0,5.487831738E0
3.981239458E0,-3.299753362E0,9.355433216E-1,-4.112022248E0,5.354655967E0
3.991229458E0,-2.299799086E0,6.782795738E-1,-3.725123098E0,4.430088161E0
4.001219458E0,-1.426763158E0,4.651970587E-1,-2.669317680E0,3.062240730E0
4.011209458E0,-5.459666584E-1,2.323083064E-1,-1.579691382E0,1.687445289E0
4.021199458E0,1.801427009E-1,9.374460787E-2,-7.690269721E-1,7.953879104E-1
4.031189458E0,6.385712054E-1,2.321748437E-2,-3.661783719E-1,7.364773154E-1
4.041180458E0,7.974700948E-1,-6.012202151E-2,-2.165837914E-1,8.285419411E-1
4.051170458E0,7.225603918E-1,-9.830846932E-2,-5.975369078E-1,9.427663714E-1
4.061160458E0,3.287039322E-1,-1.372771284E-1,-1.495133627E0,1.536982709E0
4.071150458E0,1.321611802E-1,-1.055237873E-1,-2.755037861E0,2.760223807E0
4.081140458E0,2.599050812E-1,2.587758377E-2,-4.079077281E0,4.087430949E0
4.091131458E0,5.740439647E-1,2.028860309E-1,-5.005589651E0,5.042481231E0
4.101121458E0,9.088080975E-1,3.441166080E-1,-5.333064133E0,5.420878291E0
4.111111458E0,9.713469194E-1,2.589580516E-1,-5.259740049E0,5.354945330E0
4.121101458E0,8.422676604E-1,5.317224026E-2,-4.940232398E0,5.011799901E0
4.131091458E0,7.930025297E-1,7.397020161E-3,-3.956078176E0,4.034781563E0
4.141081458E0,8.296495152E-1,6.454712123E-2,-2.391006587E0,2.531678721E0
4.151072458E0,7.471203786E-1,6.018444054E-2,-6.682233131E-1,1.004158067E0
4.161062458E0,5.935409937E-1,-2.079209952E-1,7.055092531E-1,9.451271648E-1
4.171052458E0,8.496062815E-1,-3.069128213E-1,1.896601115E0,2.100743226E0
4.181042458E0,1.264712107E0,-2.200922669E-1,2.812301983E0,3.091436521E0
4.191032458E0,1.502911593E0,-3.789362656E-1,3.169922955E0,3.528561675E0
4.201022458E0,1.730574543E0,-6.706145319E-1,3.084024433E0,3.599419232E0
4.211013458E0,2.146194047E0,-7.941629096E-1,3.231089509E0,3.959391749E0
4.221003458E0,2.720534027E0,-7.760601492E-1,3.256486890E0,4.313731750E0
4.230993458E0,3.291242155E0,-6.579741673E-1,2.958940796E0,4.474431312E0
4.240983458E0,3.757980357E0,-4.115489647E-1,2.752041163E0,4.676058113E0
4.250973458E0,3.792641482E0,-1.368692851E-1,2.792698023E0,4.711902467E0
4.260963458E0,2.891995732E0,7.867808729E-2,2.894267668E0,4.092262808E0
4.270954458E0,2.574002218E0,3.751849844E-1,2.753044546E0,3.787546100E0
4.280944458E0,1.658104444E0,5.606475551E-1,2.701437605E0,3.218913041E0
4.290934458E0,6.598033226E-1,7.768258421E-1,2.430828465E0,2.635853911E0
4.300924667E0,-6.525945827E-2,9.817497008E-1,1.863901146E0,2.107657172E0
4.310914667E0,-2.797315277E-1,1.037563275E0,1.364865264E0,1.737136858E0
4.320905667E0,-1.968421295E-1,6.689210321E-1,1.605479357E0,1.750361716E0
4.330895667E0,1.076152267E-1,8.535085671E-2,2.418100246E0,2.421998060E0
4.340885667E0,8.601366784E-1,-1.969209938E-1,3.216783126E0,3.335611887E0
4.350875667E0,7.861797792E-1,-3.445601924E-1,4.197183436E0,4.284057558E0
4.360865667E0,1.206087046E0,-5.545784377E-1,4.360362267E0,4.557955936E0
4.370855667E0,9.055508329E-1,-4.157073583E-1,4.145639645E0,4.263702966E0
4.380846667E0,1.808593503E-1,-3.548477836E-2,3.955872939E0,3.960164136E0
4.390836667E0,-5.214289641E-1,2.069939923E-1,3.370163779E0,3.416538976E0
4.400826667E0,-1.048179625E0,4.750851023E-1,2.476351962E0,2.730696875E0
4.410816667E0,-1.185943388E0,8.317051770E-1,1.518613122E0,2.098661725E0
4.420806667E0,-7.520063120E-1,1.054125220E0,5.116261071E-1,1.392284004E0
4.430796667E0,-1.181413404E0,1.155157725E0,7.584540367E-2,1.654049433E0
4.440787667E0,-8.540710692E-1,9.038462234E-1,-4.128742361E-1,1.310282611E0
4.450777667E0,-4.522072864E-1,6.038250035E-1,-5.400201863E-1,9.277488164E-1
4.460767667E0,-1.683653122E-1,4.492286416E-1,-3.069957787E-1,5.695609352E-1
4.470757667E0,1.966990189E-1,1.657276332E-1,-1.494595098E-1,2.974799112E-1
4.480747667E0,4.837727492E-1,-1.073666104E-1,-1.132430255E-1,5.083184481E-1
4.490737667E0,7.367159162E-1,-2.153306965E-1,-7.525717378E-2,7.712206508E-1
4.500728667E0,6.864319812E-1,-3.119597359E-1,-1.996508396E-1,7.799796147E-1
4.510718667E0,2.879175565E-1,-3.903899012E-1,-4.196371257E-1,6.414016773E-1
4.520708667E0,-2.607638910E-1,-4.247945527E-1,-7.529371887E-1,9.029743236E-1
4.530698667E0,-8.065234119E-1,-4.552929717E-1,-1.314179260E0,1.607743397E0
4.540688667E0,-9.599695534E-1,-4.586199278E-1,-1.895878399E0,2.173989118E0
4.550678667E0,-9.035883611E-1,-4.300250698E-1,-2.452380132E0,2.648690582E0
4.560669667E0,-8.658401987E-1,-3.963823836E-1,-3.037184728E0,3.182968632E0
4.570659667E0,-7.650922345E-1,-3.616354508E-1,-3.608718483E0,3.706615089E0
4.580649667E0,-6.797085603E-1,-2.352061500E-1,-4.031324240E0,4.094984834E0
4.590639667E0,-7.029526312E-1,-3.897490829E-2,-3.819155096E0,3.883504486E0
4.600629667E0,-1.014282074E0,8.604060888E-2,-3.208730341E0,3.366321659E0
4.610619667E0,-1.566096021E0,1.287507185E-1,-2.460421223E0,2.919401666E0
4.620610667E0,-1.855975830E0,1.115967420E-1,-1.687150927E0,2.510692805E0
4.630600667E0,-1.911556831E0,-1.261799902E-2,-9.104717034E-1,2.117349157E0
4.640590667E0,-2.120544797E0,-2.246221049E-1,-3.616473645E-1,2.162857864E0
4.650580667E0,-2.264787421E0,-4.288745570E-1,1.242340368E-1,2.308382451E0
4.660570667E0,-2.379035875E0,-7.827534570E-1,4.878653616E-1,2.551573491E0
4.670560667E0,-2.446408809E0,-1.127467285E0,6.547039658E-1,2.772135607E0
4.680551667E0,-2.630762017E0,-1.416916008E0,7.669506258E-1,3.084926746E0
4.690541667E0,-2.562512731E0,-1.559105675E0,6.838985288E-1,3.076523883E0
4.700531667E0,-2.229500497E0,-1.423976521E0,5.188749003E-1,2.695851027E0
4.710521667E0,-2.256708177E0,-1.164574739E0,4.347475004E-1,2.576426111E0
4.720511667E0,-1.422167977E0,-7.950444505E-1,-4.480545938E-2,1.629927901E0
4.730501667E0,-1.186357517E0,-3.335915467E-1,-5.099099493E-1,1.333692482E0
4.740492667E0,-8.814766766E-1,-1.997476110E-1,-9.518887013E-1,1.312628028E0
4.750482667E0,-1.026363518E0,-5.700655192E-2,-1.199901277E0,1.580011042E0
4.760472667E0,-1.236180473E0,1.875742927E-1,-1.308929629E0,1.810144483E0
4.770462667E0,-9.810904272E-1,8.776115209E-2,-1.174695100E0,1.533019577E0
4.780452667E0,-8.410855727E-1,-2.128038588E-1,-6.977418119E-1,1.113352621E0
4.790442667E0,-5.521246536E-1,-6.889435065E-1,1.157813019E-1,8.904437647E-1
4.800433667E0,-2.713429660E-1,-1.452128672E0,1.007320306E0,1.788015347E0
4.810423667E0,4.918584982E-1,-1.948238169E0,2.243725750E0,3.011953184E0
4.820413667E0,1.703772368E0,-2.215059337E0,3.748620134E0,4.675626274E0
4.830403667E0,2.777146769E0,-2.507120596E0,4.845198187E0,6.121612804E0
4.840393667E0,3.310050309E0,-2.671929631E0,4.940262219E0,6.519342896E0
4.850383667E0,3.180066705E0,-2.475297709E0,3.900645987E0,5.608472351E0
4.860374667E0,2.426948252E0,-1.920597942E0,2.566961585E0,4.020953376E0
4.870364667E0,1.383931572E0,-1.235339789E0,1.091423147E0,2.152332567E0
4.880354667E0,1.930711140E-1,-5.349000719E-1,-2.701828784E-1,6.295977523E-1
4.890344667E0,-9.270354035E-1,1.602623869E-1,-1.294454847E0,1.600216243E0
4.900334667E0,-1.606141701E0,5.425315654E-1,-2.076088416E0,2.680331094E0
4.910324667E0,-1.783216148E0,7.945025598E-1,-2.660740984E0,3.300096473E0
4.920315667E0,-1.615963269E0,9.101373889E-1,-2.807902538E0,3.365115751E0
4.930305667E0,-1.243248294E0,9.802928670E-1,-2.463601524E0,2.928476207E0
4.940295667E0,-6.021657099E-1,8.839499027E-1,-1.897295764E0,2.178004176E0
4.950285667E0,4.384636983E-2,7.336172573E-1,-1.474730937E0,1.647709963E0
4.960275667E0,5.759894796E-1,6.446724095E-1,-1.351523087E0,1.604363129E0
4.970265667E0,7.864293822E-1,5.499695892E-1,-1.385065640E0,1.685035474E0
4.980256667E0,8.125357383E-1,5.097075626E-1,-1.734930865E0,1.982423070E0
4.990246667E0,8.654476313E-1,4.994380977E-1,-2.391002494E0,2.591395559E0
5.000236667E0,9.715136381E-1,5.900233819E-1,-3.033239611E0,3.239214238E0
5.010226667E0,9.862382428E-1,7.192731602E-1,-3.454722703E0,3.664031756E0
5.020216667E0,1.044067790E0,7.384757088E-1,-3.663972917E0,3.880737231E0
5.030206667E0,1.240506389E0,5.918431816E-1,-3.537348538E0,3.794992639E0
5.040197667E0,1.458826511E0,4.278976335E-1,-3.179640443E0,3.524398462E0
5.050187667E0,1.525837064E0,1.997712922E-1,-2.793216087E0,3.189066230E0
5.060177667E0,1.573720790E0,7.475957572E-2,-2.373937980E0,2.849169643E0
5.070167667E0,1.437048849E0,9.385058865E-2,-2.068460138E0,2.520405656E0
5.080157667E0,1.152686326E0,6.739573851E-2,-1.898866326E0,2.222368394E0
5.090147667E0,1.103419003E0,1.440577058E-1,-1.573543035E0,1.927258104E0
5.100137667E0,1.082657221E0,2.115484616E-1,-1.056747404E0,1.527617258E0
5.110128667E0,1.179402547E0,3.288058931E-1,-4.786671066E-1,1.314620052E0
5.120118667E0,1.559149090E0,3.668144028E-1,3.050527489E-1,1.630507857E0
5.130108667E0,2.065754632E0,1.275182717E-1,9.924262780E-1,2.295324166E0
5.140098667E0,2.603345300E0,-1.961284769E-1,1.405422721E0,2.964976586E0
5.150088667E0,3.450121529E0,-2.223704883E-1,2.334179252E0,4.171472160E0
5.160078667E0,3.945420748E0,-1.746453680E-1,3.205591555E0,5.086517778E0
5.170069667E0,3.634405886E0,-3.168804967E-1,3.930498362E0,5.362661351E0
5.180059667E0,3.727927423E0,-1.961094734E-1,4.430127152E0,5.793265778E0
5.190049667E0,3.486209959E0,2.496231911E-1,5.060414314E0,6.150102816E0
5.200039667E0,3.050631570E0,7.245229366E-1,5.538750468E0,6.364671493E0
5.210029667E0,2.004923124E0,5.183781794E-1,5.647520374E0,6.015223940E0
5.220019667E0,5.685223294E-1,3.932430866E-1,5.518246037E0,5.561375468E0
5.230010667E0,-4.401121746E-1,8.276562725E-1,5.446546310E0,5.526624678E0
5.240000667E0,-1.130162559E0,8.020609631E-1,5.232134759E0,5.412559776E0
5.249990667E0,-1.364006600E0,4.391216563E-1,5.056136491E0,5.255269551E0
5.259980667E0,-2.149021322E0,-3.481286019E-2,5.455650424E0,5.863755292E0
5.269970667E0,-2.082616540E0,-6.081155442E-1,5.641904123E0,6.044681820E0
5.279960667E0,-1.634249705E0,-8.993348041E-1,5.510945789E0,5.818083763E0
5.289950667E0,-1.007140869E0,-7.660669653E-1,4.809166474E0,4.972853658E0
5.299941583E0,-5.421039878E-1,-5.584206431E-1,3.504168513E0,3.589555309E0
5.309931583E0,-8.037080506E-1,-3.968266989E-1,1.999056028E0,2.190808769E0
5.319921583E0,-1.252984932E0,-1.057669218E-1,5.621834725E-1,1.377391788E0
5.329911583E0,-1.699776235E0,2.460449874E-1,-1.052033964E0,2.014088589E0
5.339901583E0,-1.855168914E0,5.997505175E-1,-2.774600306E0,3.391129494E0
5.349891583E0,-1.502000012E0,7.490901594E-1,-4.204549173E0,4.527181668E0
5.359882583E0,-1.668185629E0,8.050624850E-1,-4.974790612E0,5.308437673E0
5.369872583E0,-1.145118860E0,4.771405448E-1,-5.494970026E0,5.633263343E0
5.379862583E0,-3.656442288E-1,5.154642195E-2,-5.291182866E0,5.304052117E0
5.389852583E0,1.199925031E-1,-4.468225855E-1,-4.476658124E0,4.500501815E0
5.399842583E0,6.435738639E-1,-9.532242054E-1,-3.573927550E0,3.754434955E0
5.409832583E0,8.771066869E-1,-1.322897312E0,-2.874423972E0,3.283547869E0
5.419823583E0,7.533789459E-1,-1.577489321E0,-2.216501114E0,2.822929255E0
5.429813583E0,6.109812280E-1,-1.691095751E0,-1.392917866E0,2.274494027E0
5.439803583E0,5.266273216E-1,-1.701040549E0,-7.226684922E-1,1.921750513E0
5.449793583E0,4.757460935E-1,-1.653329316E0,-4.414256054E-1,1.776144346E0
5.459783583E0,4.775775511E-1,-1.476506591E0,-4.578779161E-1,1.617962983E0
5.469773583E0,3.986696682E-1,-1.285654203E0,-9.309176624E-1,1.636597668E0
5.479763583E0,1.730169915E-1,-1.124053827E0,-1.695436431E0,2.041552492E0
5.489754583E0,-7.080269180E-2,-9.168472150E-1,-2.455675623E0,2.622206056E0
5.499744583E0,-2.784522300E-1,-6.705282855E-1,-3.229724184E0,3.310326589E0
5.509734583E0,-5.037650373E-1,-4.563960855E-1,-3.986340441E0,4.043882628E0
5.519724583E0,-6.041694045E-1,-2.889851850E-1,-4.586493977E0,4.635133235E0
5.529714583E0,-5.481906469E-1,-1.461977868E-1,-4.886964848E0,4.919787821E0
5.539704583E0,-3.188666497E-1,-6.127969712E-2,-4.872440949E0,4.883248094E0
5.549694583E0,-1.440660381E-1,-8.823156059E-2,-4.562666574E0,4.565793041E0
5.559685583E0,-8.120576553E-2,-1.692230988E-1,-3.878953986E0,3.883492611E0
5.569675583E0,-5.521840028E-2,-3.598278572E-1,-2.786054417E0,2.809737421E0
5.579665583E0,-1.212757842E-1,-5.924246871E-1,-1.585205891E0,1.696629760E0
5.589655583E0,-2.702986532E-1,-9.969227868E-1,-2.918216693E-1,1.073348169E0
5.599645583E0,-6.554690740E-1,-1.580239997E0,8.434976953E-1,1.907429295E0
5.609635583E0,-9.670171293E-1,-2.011557667E0,2.022453076E0,3.011943363E0
5.619626583E0,-1.261479474E0,-2.183704958E0,2.971072015E0,3.897071558E0
5.629616583E0,-1.484846621E0,-2.118826592E0,3.298400316E0,4.192092587E0
5.639606583E0,-1.433992070E0,-1.917235354E0,3.165677876E0,3.969085673E0
5.649596583E0,-1.184010226E0,-1.583592644E0,2.716498278E0,3.359912019E0
5.659586583E0,-6.801483440E-1,-8.738681334E-1,2.361585737E0,2.608320241E0
5.669576583E0,-2.121372762E-1,1.734898120E-2,2.125782148E0,2.136411232E0
5.679566583E0,-4.892203807E-1,1.777498010E-1,1.578723668E0,1.662317657E0
5.689557583E0,-1.123049494E0,1.851339573E-1,9.399258828E-1,1.476135297E0
5.699547583E0,-1.556941328E0,7.208804137E-1,4.322717893E-1,1.769348402E0
5.709537583E0,-1.744005451E0,6.500621536E-1,2.488884884E-1,1.877786275E0
5.719527583E0,-2.268136121E0,-1.121851180E-1,9.088812608E-1,2.446035999E0
5.729517583E0,-1.968701962E0,-8.939910337E-1,2.010915935E0,2.952759773E0
5.739507583E0,-1.634049584E0,-1.562265656E0,3.155506645E0,3.881754012E0
5.749498583E0,-7.390480050E-1,-2.104119091E0,4.453480931E0,4.980662757E0
5.759488583E0,4.668571197E-1,-2.245180245E0,5.424314611E0,5.889140761E0
5.769478583E0,1.399874152E0,-2.264255763E0,5.410042142E0,6.029515551E0
5.779468583E0,1.506121569E0,-2.194000443E0,4.365642888E0,5.112815071E0
5.789458583E0,1.103385600E0,-1.751709450E0,2.613216569E0,3.333893612E0
5.799448583E0,3.560069941E-2,-1.008648647E0,1.090574132E0,1.485931169E0
5.809438583E0,-1.102698772E0,-3.636082283E-1,-3.995870233E-2,1.161788373E0
5.819429583E0,-2.119927769E0,-5.566403121E-3,-4.571242100E-1,2.168660249E0
5.829419583E0,-2.920617560E0,2.490244362E-1,-8.115485090E-1,3.041485013E0
5.839409583E0,-2.888974183E0,4.731600527E-1,-9.823784226E-1,3.087898902E0
5.849399583E0,-2.273913609E0,5.134231026E-1,-7.154267156E-1,2.438467094E0
5.859389583E0,-1.209474923E0,4.051871940E-1,-2.586632788E-2,1.275803793E0
5.869379583E0,-1.537819178E-1,3.370369454E-1,5.283140606E-1,6.452584966E-1
5.879369583E0,7.778427460E-1,2.834358850E-1,5.312025851E-1,9.836419190E-1
5.889360583E0,1.262098110E0,2.868863270E-1,2.280595368E-1,1.314232307E0
5.899350583E0,1.238358414E0,4.213973569E-1,-2.555548990E-1,1.332822419E0
5.909340583E0,1.224047500E0,6.300521777E-1,-8.673397171E-1,1.627125138E0
5.919330583E0,1.092514311E0,8.052343932E-1,-1.558340859E0,2.066498531E0
5.929320583E0,9.022730300E-1,9.215065688E-1,-2.367238240E0,2.695753673E0
5.939310583E0,9.526752980E-1,1.172949560E0,-3.218065420E0,3.555185782E0
5.949300583E0,1.042630325E0,1.411459679E0,-4.159207524E0,4.514233451E0
5.959291583E0,9.236697462E-1,1.578832718E0,-4.910039715E0,5.239691647E0
5.969281583E0,7.166797739E-1,1.657721598E0,-5.075996559E0,5.387709334E0
5.979271583E0,3.989300886E-1,1.499319941E0,-4.600980454E0,4.855525372E0
5.989261583E0,1.139492961E-1,1.212674812E0,-3.904348444E0,4.089926822E0
5.999251583E0,2.619721451E-1,9.849071972E-1,-3.054419396E0,3.219961093E0
6.009241583E0,5.963248531E-1,7.424411443E-1,-2.355993460E0,2.541166536E0
6.019231583E0,9.210213230E-1,5.104457004E-1,-1.919190663E0,2.189092938E0
6.029222583E0,1.283865832E0,4.222682266E-1,-1.740060627E0,2.203277766E0
6.039212583E0,1.498377370E0,4.133497609E-1,-1.865272903E0,2.428010661E0
6.049202583E0,1.673435698E0,4.958573359E-1,-2.203507431E0,2.810997426E0
6.059192583E0,1.806125685E0,6.339583370E-1,-2.400848036E0,3.070515340E0
6.069182583E0,1.826852018E0,7.254179992E-1,-2.406151460E0,3.106957422E0
6.079172583E0,1.734768604E0,6.279864295E-1,-2.074274610E0,2.776041106E0
6.089163583E0,1.401134665E0,4.738036850E-1,-1.410251352E0,2.043643109E0
6.099153583E0,1.043869204E0,4.414851008E-1,-5.018004459E-1,1.239506231E0
6.109143583E0,1.019040830E0,5.426137188E-1,6.844756490E-1,1.342155273E0
6.119133583E0,1.110050038E0,5.541238166E-1,1.895862612E0,2.265735936E0
6.129123583E0,1.102908687E0,1.607976995E-1,2.987908487E0,3.189021888E0
6.139113583E0,1.384190750E0,-8.480553076E-2,4.098319298E0,4.326591855E0
